0, 1
.1, .9048374180
.2, .8187307531
.3, .7408182207
.4, .6703200460
.5, .6065306597
.6, .5488116361
.7, .4965853038
.8, .4493289641
.9, .4065696597
1.0, .3678794412
1.1, .3328710837
1.2, .3011942119
1.3, .2725317930
1.4, .2465969639
1.5, .2231301601
1.6, .2018965180
1.7, .1826835241
1.8, .1652988882
1.9, .1495686192
2.0, .1353352832
2.1, .1224564283
2.2, .1108031584
2.3, .1002588437
2.4, .9071795329e-1
2.5, .8208499862e-1
2.6, .7427357821e-1
2.7, .6720551274e-1
2.8, .6081006263e-1
2.9, .5502322006e-1
3.0, .4978706837e-1
3.1, .4504920239e-1
3.2, .4076220398e-1
3.3, .3688316740e-1
3.4, .3337326996e-1
3.5, .3019738342e-1
3.6, .2732372245e-1
3.7, .2472352647e-1
3.8, .2237077186e-1
3.9, .2024191145e-1
4.0, .1831563889e-1
4.1, .1657267540e-1
4.2, .1499557682e-1
4.3, .1356855901e-1
4.4, .1227733990e-1
4.5, .1110899654e-1
4.6, .1005183574e-1
4.7, .9095277102e-2
4.8, .8229747049e-2
4.9, .7446583071e-2
5.0, .6737946999e-2
5.1, .6096746566e-2
5.2, .5516564421e-2
5.3, .4991593907e-2
5.4, .4516580943e-2
5.5, .4086771438e-2
5.6, .3697863716e-2
5.7, .3345965457e-2
5.8, .3027554745e-2
5.9, .2739444819e-2
6.0, .2478752177e-2
6.1, .2242867719e-2
6.2, .2029430636e-2
6.3, .1836304777e-2
6.4, .1661557273e-2
6.5, .1503439193e-2
6.6, .1360368038e-2
6.7, .1230911903e-2
6.8, .1113775148e-2
6.9, .1007785429e-2
7.0, .9118819656e-3
7.1, .8251049233e-3
7.2, .7465858084e-3
7.3, .6755387752e-3
7.4, .6112527611e-3
7.5, .5530843701e-3
7.6, .5004514334e-3
7.7, .4528271829e-3
7.8, .4097349790e-3
7.9, .3707435405e-3
8.0, .3354626279e-3
8.1, .3035391381e-3
8.2, .2746535700e-3
8.3, .2485168271e-3
8.4, .2248673242e-3
8.5, .2034683690e-3
8.6, .1841057937e-3
8.7, .1665858110e-3
8.8, .1507330751e-3
8.9, .1363889265e-3
9.0, .1234098041e-3
9.1, .1116658085e-3
9.2, .1010394018e-3
9.3, .9142423148e-4
9.4, .8272406556e-4
9.5, .7485182989e-4
9.6, .6772873649e-4
9.7, .6128349505e-4
9.8, .5545159943e-4
9.9, .5017468206e-4
10.0, .4539992976e-4
